Time,Channel A,Channel H
(ms),(V),(V)

-93.12206680,1.65791700,4.87791500
-93.11206680,1.65532300,4.86173800
-93.10206680,1.65532300,4.87242100
-93.09206680,1.65791700,4.87242100
-93.08206680,1.65791700,4.87791500
-93.07206680,1.65791700,4.87791500
-93.06206680,1.65532300,4.86723200
-93.05206680,1.65791700,4.86723200
-93.04206680,1.65791700,4.88859700
-93.03206680,1.65791700,4.87791500
-93.02206680,1.65532300,4.87242100
-93.01206680,1.65791700,4.87791500
-93.00206680,1.65791700,4.88859700
-92.99206680,1.65532300,4.87791500
-92.98206680,1.66066400,4.88340900
-92.97206680,1.65532300,4.87242100
-92.96206680,1.65791700,4.87242100
-92.95206680,1.65532300,4.87242100
-92.94206680,1.65532300,4.87791500
-92.93206680,1.66066400,4.87242100
-92.92206680,1.65791700,4.88340900
-92.91206680,1.65791700,4.87791500
-92.90206680,1.65791700,4.86723200
-92.89206680,1.65532300,4.87791500
-92.88206680,1.65532300,4.87242100
-92.87206680,1.65532300,4.87242100
-92.86206680,1.65791700,4.88340900
-92.85206680,1.65532300,4.88340900
-92.84206680,1.65791700,4.87242100
-92.83206680,1.65791700,4.87791500
-92.82206680,1.65791700,4.86723200
-92.81206680,1.65532300,4.87791500
-92.80206680,1.65791700,4.87242100
-92.79206680,1.65532300,4.87242100
-92.78206680,1.65791700,4.87242100
-92.77206680,1.65791700,4.87242100
-92.76206680,1.65791700,4.86723200
-92.75206680,1.65791700,4.87791500
-92.74206680,1.65532300,4.87791500
-92.73206681,1.65791700,4.87242100
